generalized_domain,domain_A_queries,domain_AAAA_queries,company,Num,Domain,search_pattern,domain_CNAME_queries,searched_correctly
iot-https.cn-north-2.myhuaweicloud.com.,rrset/name/*.iot-https.cn-north-2.myhuaweicloud.com./A,rrset/name/*.iot-https.cn-north-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-https.cn-north-2.myhuaweicloud.com./CNAME,
iot-https.cn-north-3.myhuaweicloud.com.,rrset/name/*.iot-https.cn-north-3.myhuaweicloud.com./A,rrset/name/*.iot-https.cn-north-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-https.cn-north-3.myhuaweicloud.com./CNAME,
iot-https.ru-northwest-2.myhuaweicloud.com.,rrset/name/*.iot-https.ru-northwest-2.myhuaweicloud.com./A,rrset/name/*.iot-https.ru-northwest-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-https.ru-northwest-2.myhuaweicloud.com./CNAME,
iot-https.ru-northwest-1.myhuaweicloud.com.,rrset/name/*.iot-https.ru-northwest-1.myhuaweicloud.com./A,rrset/name/*.iot-https.ru-northwest-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-https.ru-northwest-1.myhuaweicloud.com./CNAME,
iot-https.eu-west-0.myhuaweicloud.com.,rrset/name/*.iot-https.eu-west-0.myhuaweicloud.com./A,rrset/name/*.iot-https.eu-west-0.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-https.eu-west-0.myhuaweicloud.com./CNAME,
iot-https.la-south-1.myhuaweicloud.com.,rrset/name/*.iot-https.la-south-1.myhuaweicloud.com./A,rrset/name/*.iot-https.la-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-https.la-south-1.myhuaweicloud.com./CNAME,
iot-acc.af-south-1.myhuaweicloud.com.,rrset/name/*.iot-acc.af-south-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.af-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.af-south-1.myhuaweicloud.com./CNAME,
iot-acc.ap-southeast-2.myhuaweicloud.com.,rrset/name/*.iot-acc.ap-southeast-2.myhuaweicloud.com./A,rrset/name/*.iot-acc.ap-southeast-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.ap-southeast-2.myhuaweicloud.com./CNAME,
iot-acc.ap-southeast-1.myhuaweicloud.com.,rrset/name/*.iot-acc.ap-southeast-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.ap-southeast-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.ap-southeast-1.myhuaweicloud.com./CNAME,
iot-acc.ap-southeast-3.myhuaweicloud.com.,rrset/name/*.iot-acc.ap-southeast-3.myhuaweicloud.com./A,rrset/name/*.iot-acc.ap-southeast-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.ap-southeast-3.myhuaweicloud.com./CNAME,
iot-acc.cn-east-3.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-east-3.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-east-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-east-3.myhuaweicloud.com./CNAME,
iot-acc.cn-east-2.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-east-2.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-east-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-east-2.myhuaweicloud.com./CNAME,
iot-acc.cn-east-1.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-east-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-east-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-east-1.myhuaweicloud.com./CNAME,
iot-acc.cn-north-1.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-north-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-north-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-north-1.myhuaweicloud.com./CNAME,
iot-acc.cn-south-1.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-south-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-south-1.myhuaweicloud.com./CNAME,
iot-acc.cn-south-2.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-south-2.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-south-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-south-2.myhuaweicloud.com./CNAME,
iot-acc.sa-argentina-1.myhuaweicloud.com.,rrset/name/*.iot-acc.sa-argentina-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.sa-argentina-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.sa-argentina-1.myhuaweicloud.com./CNAME,
iot-acc.sa-peru-1.myhuaweicloud.com.,rrset/name/*.iot-acc.sa-peru-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.sa-peru-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.sa-peru-1.myhuaweicloud.com./CNAME,
iot-acc.la-south-2.myhuaweicloud.com.,rrset/name/*.iot-acc.la-south-2.myhuaweicloud.com./A,rrset/name/*.iot-acc.la-south-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.la-south-2.myhuaweicloud.com./CNAME,
iot-acc.sa-chile-1.myhuaweicloud.com.,rrset/name/*.iot-acc.sa-chile-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.sa-chile-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.sa-chile-1.myhuaweicloud.com./CNAME,
iot-acc.na-mexico-1.myhuaweicloud.com.,rrset/name/*.iot-acc.na-mexico-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.na-mexico-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.na-mexico-1.myhuaweicloud.com./CNAME,
iot-acc.sa-brazil-1.myhuaweicloud.com.,rrset/name/*.iot-acc.sa-brazil-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.sa-brazil-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.sa-brazil-1.myhuaweicloud.com./CNAME,
iot-acc.cn-southwest-2.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-southwest-2.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-southwest-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-southwest-2.myhuaweicloud.com./CNAME,
iot-acc.cn-southwest-1.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-southwest-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-southwest-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-southwest-1.myhuaweicloud.com./CNAME,
iot-acc.cn-north-4.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-north-4.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-north-4.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-north-4.myhuaweicloud.com./CNAME,
iot-acc.cn-north-2.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-north-2.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-north-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-north-2.myhuaweicloud.com./CNAME,
iot-acc.cn-north-3.myhuaweicloud.com.,rrset/name/*.iot-acc.cn-north-3.myhuaweicloud.com./A,rrset/name/*.iot-acc.cn-north-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.cn-north-3.myhuaweicloud.com./CNAME,
iot-acc.ru-northwest-2.myhuaweicloud.com.,rrset/name/*.iot-acc.ru-northwest-2.myhuaweicloud.com./A,rrset/name/*.iot-acc.ru-northwest-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.ru-northwest-2.myhuaweicloud.com./CNAME,
iot-acc.ru-northwest-1.myhuaweicloud.com.,rrset/name/*.iot-acc.ru-northwest-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.ru-northwest-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.ru-northwest-1.myhuaweicloud.com./CNAME,
iot-acc.eu-west-0.myhuaweicloud.com.,rrset/name/*.iot-acc.eu-west-0.myhuaweicloud.com./A,rrset/name/*.iot-acc.eu-west-0.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.eu-west-0.myhuaweicloud.com./CNAME,
iot-acc.la-south-1.myhuaweicloud.com.,rrset/name/*.iot-acc.la-south-1.myhuaweicloud.com./A,rrset/name/*.iot-acc.la-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.la-south-1.myhuaweicloud.com./CNAME,
iot-api.af-south-1.myhuaweicloud.com.,rrset/name/*.iot-api.af-south-1.myhuaweicloud.com./A,rrset/name/*.iot-api.af-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.af-south-1.myhuaweicloud.com./CNAME,
iot-api.ap-southeast-2.myhuaweicloud.com.,rrset/name/*.iot-api.ap-southeast-2.myhuaweicloud.com./A,rrset/name/*.iot-api.ap-southeast-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.ap-southeast-2.myhuaweicloud.com./CNAME,
iot-api.ap-southeast-1.myhuaweicloud.com.,rrset/name/*.iot-api.ap-southeast-1.myhuaweicloud.com./A,rrset/name/*.iot-api.ap-southeast-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.ap-southeast-1.myhuaweicloud.com./CNAME,
iot-api.ap-southeast-3.myhuaweicloud.com.,rrset/name/*.iot-api.ap-southeast-3.myhuaweicloud.com./A,rrset/name/*.iot-api.ap-southeast-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.ap-southeast-3.myhuaweicloud.com./CNAME,
iot-api.cn-east-3.myhuaweicloud.com.,rrset/name/*.iot-api.cn-east-3.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-east-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-east-3.myhuaweicloud.com./CNAME,
iot-api.cn-east-2.myhuaweicloud.com.,rrset/name/*.iot-api.cn-east-2.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-east-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-east-2.myhuaweicloud.com./CNAME,
iot-api.cn-east-1.myhuaweicloud.com.,rrset/name/*.iot-api.cn-east-1.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-east-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-east-1.myhuaweicloud.com./CNAME,
iot-api.cn-north-1.myhuaweicloud.com.,rrset/name/*.iot-api.cn-north-1.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-north-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-north-1.myhuaweicloud.com./CNAME,
iot-api.cn-south-1.myhuaweicloud.com.,rrset/name/*.iot-api.cn-south-1.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-south-1.myhuaweicloud.com./CNAME,
iot-api.cn-south-2.myhuaweicloud.com.,rrset/name/*.iot-api.cn-south-2.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-south-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-south-2.myhuaweicloud.com./CNAME,
iot-api.sa-argentina-1.myhuaweicloud.com.,rrset/name/*.iot-api.sa-argentina-1.myhuaweicloud.com./A,rrset/name/*.iot-api.sa-argentina-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.sa-argentina-1.myhuaweicloud.com./CNAME,
iot-api.sa-peru-1.myhuaweicloud.com.,rrset/name/*.iot-api.sa-peru-1.myhuaweicloud.com./A,rrset/name/*.iot-api.sa-peru-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.sa-peru-1.myhuaweicloud.com./CNAME,
iot-api.la-south-2.myhuaweicloud.com.,rrset/name/*.iot-api.la-south-2.myhuaweicloud.com./A,rrset/name/*.iot-api.la-south-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.la-south-2.myhuaweicloud.com./CNAME,
iot-api.sa-chile-1.myhuaweicloud.com.,rrset/name/*.iot-api.sa-chile-1.myhuaweicloud.com./A,rrset/name/*.iot-api.sa-chile-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.sa-chile-1.myhuaweicloud.com./CNAME,
iot-api.na-mexico-1.myhuaweicloud.com.,rrset/name/*.iot-api.na-mexico-1.myhuaweicloud.com./A,rrset/name/*.iot-api.na-mexico-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.na-mexico-1.myhuaweicloud.com./CNAME,
iot-api.sa-brazil-1.myhuaweicloud.com.,rrset/name/*.iot-api.sa-brazil-1.myhuaweicloud.com./A,rrset/name/*.iot-api.sa-brazil-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.sa-brazil-1.myhuaweicloud.com./CNAME,
iot-api.cn-southwest-2.myhuaweicloud.com.,rrset/name/*.iot-api.cn-southwest-2.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-southwest-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-southwest-2.myhuaweicloud.com./CNAME,
iot-api.cn-southwest-1.myhuaweicloud.com.,rrset/name/*.iot-api.cn-southwest-1.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-southwest-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-southwest-1.myhuaweicloud.com./CNAME,
iot-api.cn-north-4.myhuaweicloud.com.,rrset/name/*.iot-api.cn-north-4.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-north-4.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-north-4.myhuaweicloud.com./CNAME,
iot-api.cn-north-2.myhuaweicloud.com.,rrset/name/*.iot-api.cn-north-2.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-north-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-north-2.myhuaweicloud.com./CNAME,
iot-api.cn-north-3.myhuaweicloud.com.,rrset/name/*.iot-api.cn-north-3.myhuaweicloud.com./A,rrset/name/*.iot-api.cn-north-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.cn-north-3.myhuaweicloud.com./CNAME,
iot-api.ru-northwest-2.myhuaweicloud.com.,rrset/name/*.iot-api.ru-northwest-2.myhuaweicloud.com./A,rrset/name/*.iot-api.ru-northwest-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.ru-northwest-2.myhuaweicloud.com./CNAME,
iot-api.ru-northwest-1.myhuaweicloud.com.,rrset/name/*.iot-api.ru-northwest-1.myhuaweicloud.com./A,rrset/name/*.iot-api.ru-northwest-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.ru-northwest-1.myhuaweicloud.com./CNAME,
iot-api.eu-west-0.myhuaweicloud.com.,rrset/name/*.iot-api.eu-west-0.myhuaweicloud.com./A,rrset/name/*.iot-api.eu-west-0.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.eu-west-0.myhuaweicloud.com./CNAME,
iot-api.la-south-1.myhuaweicloud.com.,rrset/name/*.iot-api.la-south-1.myhuaweicloud.com./A,rrset/name/*.iot-api.la-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.la-south-1.myhuaweicloud.com./CNAME,
iot-acc-dev.af-south-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.af-south-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.af-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.af-south-1.myhuaweicloud.com./CNAME,
iot-acc-dev.ap-southeast-2.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.ap-southeast-2.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.ap-southeast-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.ap-southeast-2.myhuaweicloud.com./CNAME,
iot-acc-dev.ap-southeast-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.ap-southeast-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.ap-southeast-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.ap-southeast-1.myhuaweicloud.com./CNAME,
iot-acc-dev.ap-southeast-3.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.ap-southeast-3.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.ap-southeast-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.ap-southeast-3.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-east-3.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-east-3.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-east-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-east-3.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-east-2.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-east-2.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-east-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-east-2.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-east-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-east-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-east-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-east-1.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-north-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-north-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-north-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-north-1.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-south-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-south-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-south-1.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-south-2.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-south-2.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-south-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-south-2.myhuaweicloud.com./CNAME,
iot-acc-dev.sa-argentina-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.sa-argentina-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.sa-argentina-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.sa-argentina-1.myhuaweicloud.com./CNAME,
iot-acc-dev.sa-peru-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.sa-peru-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.sa-peru-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.sa-peru-1.myhuaweicloud.com./CNAME,
iot-acc-dev.la-south-2.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.la-south-2.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.la-south-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.la-south-2.myhuaweicloud.com./CNAME,
iot-acc-dev.sa-chile-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.sa-chile-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.sa-chile-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.sa-chile-1.myhuaweicloud.com./CNAME,
iot-acc-dev.na-mexico-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.na-mexico-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.na-mexico-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.na-mexico-1.myhuaweicloud.com./CNAME,
iot-acc-dev.sa-brazil-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.sa-brazil-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.sa-brazil-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.sa-brazil-1.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-southwest-2.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-southwest-2.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-southwest-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-southwest-2.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-southwest-1.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-southwest-1.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-southwest-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-southwest-1.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-north-4.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-north-4.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-north-4.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-north-4.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-north-2.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-north-2.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-north-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-north-2.myhuaweicloud.com./CNAME,
iot-acc-dev.cn-north-3.myhuaweicloud.com.,rrset/name/*.iot-acc-dev.cn-north-3.myhuaweicloud.com./A,rrset/name/*.iot-acc-dev.cn-north-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.cn-north-3.myhuaweicloud.com./CNAME,
